Transaction_id	Date	Day	Bulan	Year	Product_id	Product_Name	Category	Qty	Leftovers	Day_old	Distributor_Price	Selling_Price	Day_Old_Price	Sold_Normal_Qty	Sold_Day_Old	Total_Sold	Final_Balance	Revenue	Cost_Day_Old	COGS	Total_Profit	Sell_Through_Rate
TRX009112	9/5/2023	Selasa	Sep	2023	S007	Cecek Tahu	Sayur & Lauk	10	3	1	6500	7500	5000	7	1	8	2	57500	5000	45500	17000	0.80
TRX002843	9/5/2023	Selasa	Sep	2023	K020	Getuk	Kue	12	4	0	4500	5000	0	8	0	8	4	40000	0	36000	4000	0.67
TRX001835	9/5/2023	Selasa	Sep	2023	N009	Nasi Cokot	Nasi	22	7	0	5000	6000	0	15	0	15	7	90000	0	75000	15000	0.68
TRX001621	9/5/2023	Selasa	Sep	2023	K011	Roti Pelangi	Kue	6	1	0	2000	2500	0	5	0	5	1	12500	0	10000	2500	0.83
TRX000245	9/5/2023	Selasa	Sep	2023	S001	Sayur Bayam	Sayur & Lauk	33	6	0	5000	6000	0	27	0	27	6	162000	0	135000	27000	0.82
TRX002906	9/5/2023	Selasa	Sep	2023	K030	Tahu Brontak	Kue	14	4	0	1500	2000	0	10	0	10	4	20000	0	15000	5000	0.71
TRX004741	9/5/2023	Selasa	Sep	2023	S011	Tempe Tahu Bacem	Sayur & Lauk	6	0	0	6000	7000	0	6	0	6	0	42000	0	36000	6000	1.00
TRX009928	9/6/2023	Rabu	Sep	2023	N002	Ayam Teriyaki	Nasi	21	11	5	10000	11000	3500	10	5	15	6	127500	17500	100000	45000	0.71
TRX006520	9/6/2023	Rabu	Sep	2023	K006	Bakpao Kacang Tanah	Kue	27	7	0	2500	3000	0	20	0	20	7	60000	0	50000	10000	0.74
TRX009379	9/6/2023	Rabu	Sep	2023	K004	Donat Blueberry	Kue	25	4	0	2500	3000	0	21	0	21	4	63000	0	52500	10500	0.84
TRX000624	9/6/2023	Rabu	Sep	2023	K012	Kroket	Kue	24	5	0	2000	2500	0	19	0	19	5	47500	0	38000	9500	0.79
TRX004896	9/6/2023	Rabu	Sep	2023	K031	Kukus	Kue	11	2	1	2000	2500	1500	9	1	10	1	24000	1500	18000	7500	0.91
TRX002558	9/6/2023	Rabu	Sep	2023	K010	Mendut	Kue	19	4	2	2000	2500	1500	15	2	17	2	40500	3000	30000	13500	0.89
TRX004346	9/6/2023	Rabu	Sep	2023	N001	Nasi Gudeg	Nasi	25	2	0	10000	11000	0	23	0	23	2	253000	0	230000	23000	0.92
TRX006970	9/6/2023	Rabu	Sep	2023	K019	Ongol-Ongol	Kue	28	9	5	1500	2000	1500	19	5	24	4	45500	7500	28500	24500	0.86
TRX002062	9/6/2023	Rabu	Sep	2023	K001	Pastel	Kue	57	13	0	2500	3000	0	44	0	44	13	132000	0	110000	22000	0.77
TRX005189	9/6/2023	Rabu	Sep	2023	K001	Pastel	Kue	25	9	6	2500	3000	1500	16	6	22	3	57000	9000	40000	26000	0.88
TRX002545	9/6/2023	Rabu	Sep	2023	K007	Piscok	Kue	10	2	0	2000	2500	0	8	0	8	2	20000	0	16000	4000	0.80
TRX001462	9/6/2023	Rabu	Sep	2023	K028	Pizza	Kue	20	6	1	4500	5000	1500	14	1	15	5	71500	1500	63000	10000	0.75
TRX004227	9/6/2023	Rabu	Sep	2023	K011	Roti Pelangi	Kue	9	2	0	2000	2500	0	7	0	7	2	17500	0	14000	3500	0.78
TRX002182	9/6/2023	Rabu	Sep	2023	S002	Sop	Sayur & Lauk	17	4	0	7000	8000	0	13	0	13	4	104000	0	91000	13000	0.76
TRX006732	9/6/2023	Rabu	Sep	2023	S002	Sop	Sayur & Lauk	15	4	3	7000	8000	5000	11	3	14	1	103000	15000	77000	41000	0.93
TRX006927	9/6/2023	Rabu	Sep	2023	S002	Sop	Sayur & Lauk	36	9	6	7000	8000	5000	27	6	33	3	246000	30000	189000	87000	0.92
TRX002732	9/6/2023	Rabu	Sep	2023	K016	Tahu Bakso	Kue	11	2	0	2500	3000	0	9	0	9	2	27000	0	22500	4500	0.82
TRX000003	9/6/2023	Rabu	Sep	2023	K027	Talam	Kue	15	5	0	1500	2000	0	10	0	10	5	20000	0	15000	5000	0.67
TRX008113	9/6/2023	Rabu	Sep	2023	K005	Tusuk	Kue	46	9	8	2500	3000	1500	37	8	45	1	123000	12000	92500	42500	0.98
TRX008934	9/7/2023	Kamis	Sep	2023	K031	Kukus	Kue	39	4	0	2000	2500	0	35	0	35	4	87500	0	70000	17500	0.90
TRX003837	9/7/2023	Kamis	Sep	2023	N001	Nasi Gudeg	Nasi	22	6	5	10000	11000	3500	16	5	21	1	193500	17500	160000	51000	0.95
TRX004413	9/7/2023	Kamis	Sep	2023	N007	Nasi Kuning	Nasi	4	0	0	6000	7000	0	4	0	4	0	28000	0	24000	4000	1.00
TRX002641	9/7/2023	Kamis	Sep	2023	S009	Perkedel	Sayur & Lauk	17	8	0	6000	7000	0	9	0	9	8	63000	0	54000	9000	0.53
TRX006800	9/7/2023	Kamis	Sep	2023	S009	Perkedel	Sayur & Lauk	9	5	0	6000	7000	0	4	0	4	5	28000	0	24000	4000	0.44
TRX005287	9/7/2023	Kamis	Sep	2023	K013	Risoles Rogut	Kue	25	3	3	2000	2500	1500	22	3	25	0	59500	4500	44000	20000	1.00
TRX005115	9/7/2023	Kamis	Sep	2023	S013	Sambel Goreng Kentang	Sayur & Lauk	12	3	1	10000	11000	5000	9	1	10	2	104000	5000	90000	19000	0.83
TRX007086	9/7/2023	Kamis	Sep	2023	S013	Sambel Goreng Kentang	Sayur & Lauk	20	4	0	10000	11000	0	16	0	16	4	176000	0	160000	16000	0.80
TRX002789	9/7/2023	Kamis	Sep	2023	S001	Sayur Bayam	Sayur & Lauk	17	2	0	5000	6000	0	15	0	15	2	90000	0	75000	15000	0.88
TRX001175	9/7/2023	Kamis	Sep	2023	K016	Tahu Bakso	Kue	29	5	0	2500	3000	0	24	0	24	5	72000	0	60000	12000	0.83
TRX004053	9/7/2023	Kamis	Sep	2023	K002	Weci	Kue	21	6	0	1500	2000	0	15	0	15	6	30000	0	22500	7500	0.71
TRX000597	9/8/2023	Jumat	Sep	2023	N003	Ayam Geprek	Nasi	19	3	0	9000	10000	0	16	0	16	3	160000	0	144000	16000	0.84
TRX009145	9/8/2023	Jumat	Sep	2023	S004	Bali	Sayur & Lauk	26	5	2	10000	11000	5000	21	2	23	3	241000	10000	210000	41000	0.88
TRX006849	9/8/2023	Jumat	Sep	2023	K010	Mendut	Kue	28	5	0	2000	2500	0	23	0	23	5	57500	0	46000	11500	0.82
TRX003684	9/8/2023	Jumat	Sep	2023	N006	Nasi Campur	Nasi	9	2	0	6000	7000	0	7	0	7	2	49000	0	42000	7000	0.78
TRX007005	9/8/2023	Jumat	Sep	2023	S009	Perkedel	Sayur & Lauk	16	4	0	6000	7000	0	12	0	12	4	84000	0	72000	12000	0.75
TRX003665	9/8/2023	Jumat	Sep	2023	S002	Sop	Sayur & Lauk	30	10	6	7000	8000	5000	20	6	26	4	190000	30000	140000	80000	0.87
TRX003616	9/8/2023	Jumat	Sep	2023	K005	Tusuk	Kue	30	8	5	2500	3000	1500	22	5	27	3	73500	7500	55000	26000	0.90
TRX005237	9/9/2023	Sabtu	Sep	2023	N003	Ayam Geprek	Nasi	22	1	0	9000	10000	0	21	0	21	1	210000	0	189000	21000	0.95
TRX007507	9/9/2023	Sabtu	Sep	2023	N005	Ayam Katsu	Nasi	27	5	0	9000	10000	0	22	0	22	5	220000	0	198000	22000	0.81
TRX003550	9/9/2023	Sabtu	Sep	2023	K025	Martabak	Kue	8	1	0	2500	3000	0	7	0	7	1	21000	0	17500	3500	0.88
TRX000168	9/9/2023	Sabtu	Sep	2023	K010	Mendut	Kue	32	3	0	2000	2500	0	29	0	29	3	72500	0	58000	14500	0.91
TRX008553	9/9/2023	Sabtu	Sep	2023	K008	Risol Mayo	Kue	39	2	0	4000	4500	0	37	0	37	2	166500	0	148000	18500	0.95
TRX008883	9/9/2023	Sabtu	Sep	2023	S005	Sayur Asem	Sayur & Lauk	20	2	0	6000	7000	0	18	0	18	2	126000	0	108000	18000	0.90
TRX004980	9/9/2023	Sabtu	Sep	2023	K016	Tahu Bakso	Kue	22	1	0	2500	3000	0	21	0	21	1	63000	0	52500	10500	0.95
TRX007233	9/10/2023	Minggu	Sep	2023	K024	Dadar Gulung	Kue	18	3	0	2500	3000	0	15	0	15	3	45000	0	37500	7500	0.83
TRX001057	9/10/2023	Minggu	Sep	2023	K008	Risol Mayo	Kue	12	1	1	4000	4500	1500	11	1	12	0	51000	1500	44000	8500	1.00
TRX003005	9/10/2023	Minggu	Sep	2023	S013	Sambel Goreng Kentang	Sayur & Lauk	21	1	0	10000	11000	0	20	0	20	1	220000	0	200000	20000	0.95
TRX008803	9/10/2023	Minggu	Sep	2023	S005	Sayur Asem	Sayur & Lauk	16	1	0	6000	7000	0	15	0	15	1	105000	0	90000	15000	0.94
TRX003719	9/10/2023	Minggu	Sep	2023	S011	Tempe Tahu Bacem	Sayur & Lauk	25	2	0	6000	7000	0	23	0	23	2	161000	0	138000	23000	0.92
TRX002643	9/11/2023	Senin	Sep	2023	N004	Ayam Bakar	Nasi	12	4	1	9000	10000	3500	8	1	9	3	83500	3500	72000	15000	0.75
TRX003291	9/11/2023	Senin	Sep	2023	K006	Bakpao Kacang Tanah	Kue	38	12	4	2500	3000	1500	26	4	30	8	84000	6000	65000	25000	0.79
TRX001127	9/11/2023	Senin	Sep	2023	S004	Bali	Sayur & Lauk	23	3	3	10000	11000	5000	20	3	23	0	235000	15000	200000	50000	1.00
TRX000412	9/11/2023	Senin	Sep	2023	K015	Lumpia Rebung	Kue	22	7	4	3000	3500	1500	15	4	19	3	58500	6000	45000	19500	0.86
TRX006040	9/11/2023	Senin	Sep	2023	K001	Pastel	Kue	23	5	0	2500	3000	0	18	0	18	5	54000	0	45000	9000	0.78
TRX004292	9/11/2023	Senin	Sep	2023	K007	Piscok	Kue	20	3	1	2000	2500	1500	17	1	18	2	44000	1500	34000	11500	0.90
